open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
1717538400000,17.655,17.741,17.625,17.715,208797.67,1717541999999,3693489.42683,12725,112943.46,1997796.10708,0
1717542000000,17.715,17.754,17.691,17.73,166314.16,1717545599999,2947462.71310,11303,88312.91,1565023.50851,0
1717545600000,17.728,17.862,17.669,17.829,353715.24,1717549199999,6284590.58937,20588,168872.61,3000550.64470,0
1717549200000,17.829,17.948,17.753,17.856,528271.03,1717552799999,9436493.68077,23920,287384.25,5133712.64881,0
1717552800000,17.855,17.895,17.754,17.772,326706.07,1717556399999,5820551.10800,17963,146878.91,2617112.59879,0
1717556400000,17.772,17.818,17.711,17.733,240086.38,1717559999999,4260269.36505,14143,116990.67,2075913.80103,0
1717560000000,17.732,17.94,17.715,17.887,355383.39,1717563599999,6338792.46717,19199,181806.60,3241559.60751,0
1717563600000,17.887,17.975,17.829,17.96,384492.42,1717567199999,6882565.83661,18890,182313.32,3264367.46118,0
1717567200000,17.959,18.064,17.915,18.049,519079.03,1717570799999,9351412.63294,23686,256445.46,4619648.38056,0
1717570800000,18.048,18.093,17.965,17.972,429035.81,1717574399999,7734476.00541,18595,185324.55,3341501.44938,0
1717574400000,17.972,17.975,17.847,17.869,374897.32,1717577999999,6714766.31229,16658,158535.56,2839492.76830,0
1717578000000,17.869,17.898,17.801,17.828,376319.82,1717581599999,6719324.00104,14698,162555.44,2902751.98899,0
1717581600000,17.828,17.909,17.788,17.888,350175.67,1717585199999,6251696.55354,14478,189708.41,3387415.38907,0
1717585200000,17.888,17.939,17.863,17.907,211327.02,1717588799999,3783143.60802,11678,94076.43,1684204.55741,0
1717588800000,17.907,17.919,17.764,17.804,392636.0,1717592399999,7003665.71763,17234,172097.58,3070416.42067,0
1717592400000,17.804,17.864,17.72,17.734,386446.44,1717595999999,6869329.82981,18588,169368.57,3011151.33756,0
1717596000000,17.734,17.77,17.631,17.647,624677.0,1717599599999,11049433.80221,25709,261031.86,4618701.67832,0
1717599600000,17.647,17.806,17.637,17.754,426778.98,1717603199999,7568153.09939,21143,230360.73,4084307.45184,0
